"","Municipio","distrito","section","prioridad","prediccion"
"487","GUAYMAS",4,261043,"Alta",38.9044120070448
"488","GUAYMAS",4,261044,"Alta",38.2417703637506
"489","GUAYMAS",4,261045,"Alta",35.1097837723376
"490","GUAYMAS",4,261046,"Media baja",33.6394916286718
"491","GUAYMAS",4,261047,"Alta",30.2984202172078
"492","GUAYMAS",4,261048,"Alta",37.8632252166582
"493","GUAYMAS",4,261049,"Media baja",37.4053984018183
"494","GUAYMAS",4,261050,"Media baja",36.609072115711
"495","GUAYMAS",4,261051,"Media alta",32.0732668469878
"496","GUAYMAS",4,261052,"Media baja",34.6547467419747
"497","GUAYMAS",4,261053,"Media baja",33.313992200361
"498","GUAYMAS",4,261054,"Media baja",33.5983976602291
"499","GUAYMAS",4,261055,"Media baja",37.0213328565136
"500","GUAYMAS",4,261056,"Media baja",30.0999002335233
"501","GUAYMAS",4,261057,"Media baja",28.4435001515183
"502","GUAYMAS",4,261058,"Media alta",42.2610345044093
"503","GUAYMAS",4,261059,"Alta",30.3395834958819
"504","GUAYMAS",4,261060,"Media baja",28.0491206258687
"505","GUAYMAS",4,261061,"Media baja",32.6314138246547
"506","GUAYMAS",4,261062,"Media baja",37.7514429055883
"507","GUAYMAS",4,261063,"Media baja",35.3058243589844
"508","GUAYMAS",4,261064,"Media baja",35.4448126401247
"509","GUAYMAS",4,261065,"Media baja",31.7352449068059
"510","GUAYMAS",4,261066,"Media alta",26.4119886369887
"511","GUAYMAS",4,261067,"Media baja",36.2995646354047
"512","GUAYMAS",4,261068,"Media alta",28.5696223928508
"513","GUAYMAS",4,261069,"Alta",27.8532802555302
"514","GUAYMAS",4,261070,"Media alta",33.6410806376193
"515","GUAYMAS",4,261071,"Media alta",35.8606847457696
"516","GUAYMAS",4,261072,"Media alta",33.0013792606415
"517","GUAYMAS",4,261073,"Media alta",33.9778633782287
"518","GUAYMAS",4,261074,"Media baja",29.9838404365708
"519","GUAYMAS",4,261075,"Media alta",31.3145605896589
"520","GUAYMAS",4,261076,"Alta",23.2650216900919
"521","GUAYMAS",4,261078,"Media baja",24.8123402556132
"522","GUAYMAS",4,261079,"Alta",25.4246111088123
"523","GUAYMAS",4,261080,"Media baja",35.5373245543194
"524","GUAYMAS",4,261081,"Media baja",33.4948590833239
"525","GUAYMAS",4,261082,"Alta",34.6444861601924
"526","GUAYMAS",4,261083,"Media alta",24.937945668154
"527","GUAYMAS",4,261084,"Media baja",22.2827491193388
"528","GUAYMAS",4,261087,"Baja",14.2097185037893
"529","GUAYMAS",4,261088,"Media baja",-1.08628698846799
"530","GUAYMAS",4,261089,"Media alta",16.6293119023735
"531","GUAYMAS",4,261090,"Media alta",27.4471112423474
"532","GUAYMAS",4,261091,"Media alta",5.35785432236055
"533","GUAYMAS",4,261092,"Media baja",12.9068105182093
"534","GUAYMAS",4,261093,"Media alta",11.1341374173259
"535","GUAYMAS",4,261094,"Media alta",23.8042602534495
"536","GUAYMAS",4,261095,"Media alta",10.975194702362
"537","GUAYMAS",4,261096,"Media baja",23.1708461949872
"538","GUAYMAS",4,261097,"Alta",1.84343704061139
"539","GUAYMAS",4,261098,"Alta",4.17620028908243
"540","GUAYMAS",4,261099,"Media alta",-1.1416052112249
"541","GUAYMAS",4,261100,"Media baja",11.8936547106335
"542","GUAYMAS",4,261515,"Media alta",27.4726222562379
"543","GUAYMAS",4,261516,"Media baja",24.858586152065
"544","GUAYMAS",4,261517,"Media alta",40.4047054001368
"545","GUAYMAS",4,261518,"Media alta",27.128897290348
"546","GUAYMAS",4,261519,"Media alta",32.0469026215825
"547","GUAYMAS",4,261520,"Media baja",26.1808939669801
"548","GUAYMAS",4,261521,"Media alta",27.7886055257608
"549","GUAYMAS",4,261522,"Media baja",28.8897050031663
"550","GUAYMAS",4,261523,"Media alta",25.2927558948808
"551","GUAYMAS",4,261524,"Media alta",31.3367233639546
"552","GUAYMAS",4,261525,"Media alta",40.7472997124287
"553","GUAYMAS",4,261526,"Media alta",29.9789605244012
"554","GUAYMAS",4,261527,"Media baja",29.8391732933839
"555","GUAYMAS",4,261528,"Media alta",40.0416711756943
"556","HERMOSILLO",3,260336,"Alta",34.3058633107567
"557","HERMOSILLO",3,260337,"Alta",42.8185207676627
"558","HERMOSILLO",3,260338,"Alta",43.130201952301
"559","HERMOSILLO",3,260339,"Alta",44.8282330462394
"560","HERMOSILLO",3,260340,"Alta",41.8890426488088
"561","HERMOSILLO",3,260342,"Alta",49.5193085878666
"562","HERMOSILLO",3,260343,"Alta",44.0622270922128
"563","HERMOSILLO",3,260345,"Alta",90.5892275977169
"564","HERMOSILLO",3,260346,"Media baja",69.7146227809893
"565","HERMOSILLO",3,260347,"Alta",43.5097321730298
"566","HERMOSILLO",3,260348,"Media alta",75.3067359900532
"567","HERMOSILLO",3,260349,"Media baja",82.0352070963194
"568","HERMOSILLO",3,260350,"Alta",47.177093676193
"569","HERMOSILLO",3,260351,"Alta",44.9005709243923
"570","HERMOSILLO",3,260353,"Media baja",50.0619422601352
"571","HERMOSILLO",3,260354,"Media alta",43.9506323425902
"572","HERMOSILLO",3,260355,"Media alta",57.2424684771177
"573","HERMOSILLO",3,260356,"Media alta",49.8258224498293
"574","HERMOSILLO",3,260357,"Media alta",65.0197247263051
"575","HERMOSILLO",3,260358,"Media alta",50.4091309403572
"576","HERMOSILLO",3,260359,"Alta",50.905460567063
"577","HERMOSILLO",3,260360,"Alta",53.1390850360292
"578","HERMOSILLO",3,260361,"Media baja",43.4054688073035
"579","HERMOSILLO",3,260362,"Media alta",53.7259092301122
"580","HERMOSILLO",3,260363,"Media baja",52.3040569655674
"581","HERMOSILLO",3,260364,"Media alta",52.2201854824505
"582","HERMOSILLO",3,260365,"Media alta",44.9050418798273
"583","HERMOSILLO",3,260366,"Media alta",47.2806466222023
"584","HERMOSILLO",3,260367,"Alta",62.753839036805
"585","HERMOSILLO",3,260368,"Media baja",49.626370781606
"586","HERMOSILLO",3,260369,"Media alta",56.9956624543217
"587","HERMOSILLO",3,260370,"Media alta",48.2771746331089
"588","HERMOSILLO",3,260371,"Media baja",53.5583081118399
"589","HERMOSILLO",3,260372,"Media alta",46.4838654815655
"590","HERMOSILLO",3,260373,"Media alta",44.5152848876311
"591","HERMOSILLO",3,260374,"Alta",31.1671648912449
"592","HERMOSILLO",3,260375,"Alta",49.4741071782989
"593","HERMOSILLO",3,260376,"Alta",50.9610602288656
"594","HERMOSILLO",3,260377,"Media alta",53.4042238169631
"595","HERMOSILLO",3,260378,"Media alta",50.9976264896252
"596","HERMOSILLO",3,260379,"Media alta",47.9505633401398
"597","HERMOSILLO",3,260380,"Media alta",59.1121355659106
"598","HERMOSILLO",3,260381,"Media alta",54.4462150127424
"599","HERMOSILLO",3,260382,"Media alta",55.7622688204387
"600","HERMOSILLO",3,260383,"Media baja",45.2371115490665
"601","HERMOSILLO",3,260384,"Alta",44.2175592674829
"602","HERMOSILLO",3,260385,"Media alta",58.9182779285487
"603","HERMOSILLO",3,260386,"Alta",48.3538125876331
"604","HERMOSILLO",3,260387,"Alta",46.8133113063188
"605","HERMOSILLO",3,260388,"Media alta",47.6654673452114
"606","HERMOSILLO",3,260389,"Media alta",47.3191675611722
"607","HERMOSILLO",3,260390,"Alta",55.6622701976373
"608","HERMOSILLO",3,260392,"Alta",55.7031278558104
"609","HERMOSILLO",3,260393,"Alta",49.093319156966
"610","HERMOSILLO",3,260394,"Alta",53.9323355210667
"611","HERMOSILLO",3,260395,"Media baja",48.6442096732358
"612","HERMOSILLO",3,260396,"Media alta",50.9351808882769
"613","HERMOSILLO",3,260397,"Media alta",52.5380926241227
"614","HERMOSILLO",3,260398,"Media alta",53.221491452814
"615","HERMOSILLO",3,260399,"Media alta",47.023842558694
"616","HERMOSILLO",3,260400,"Alta",45.1341048165473
"617","HERMOSILLO",3,260401,"Alta",50.4471988739746
"618","HERMOSILLO",3,260402,"Alta",40.5768539809658
"619","HERMOSILLO",3,260403,"Alta",46.7490324375793
"620","HERMOSILLO",3,260404,"Media alta",51.362801226578
"621","HERMOSILLO",3,260405,"Media baja",50.4577273974539
"622","HERMOSILLO",3,260406,"Media alta",57.5771047411117
"623","HERMOSILLO",3,260407,"Media baja",49.065200808176
"624","HERMOSILLO",3,260408,"Media alta",50.8662727439474
"625","HERMOSILLO",3,260409,"Media alta",51.0467916484129
"626","HERMOSILLO",3,260410,"Media alta",50.4749473821011
"627","HERMOSILLO",3,260411,"Media alta",54.6429203509914
"628","HERMOSILLO",3,260420,"Media alta",61.7442119055327
"629","HERMOSILLO",3,260421,"Media alta",53.7899904036415
"630","HERMOSILLO",3,260422,"Media baja",44.6279810801634
"631","HERMOSILLO",3,260423,"Media baja",45.0568809459919
"632","HERMOSILLO",3,260424,"Media alta",49.7378444358287
"633","HERMOSILLO",3,260425,"Media alta",49.7767494401532
"634","HERMOSILLO",3,260426,"Media alta",44.9627953541941
"635","HERMOSILLO",3,260427,"Alta",55.2987671567197
"636","HERMOSILLO",3,260428,"Alta",48.5248823581495
"637","HERMOSILLO",3,260429,"Alta",47.4182387890425
"638","HERMOSILLO",3,260430,"Alta",43.7486676598469
"639","HERMOSILLO",3,260431,"Alta",47.616237855338
"640","HERMOSILLO",3,260432,"Media baja",49.6692429293837
"641","HERMOSILLO",3,260433,"Media alta",52.0301515471175
"642","HERMOSILLO",3,260434,"Media alta",40.9275305204249
"643","HERMOSILLO",3,260435,"Media baja",57.68943277874
"644","HERMOSILLO",3,260436,"Media baja",58.3872093942733
"645","HERMOSILLO",3,260437,"Media baja",48.4658412742166
"646","HERMOSILLO",3,260438,"Media alta",67.7502693199374
"647","HERMOSILLO",3,260444,"Media alta",59.0028863413034
"648","HERMOSILLO",3,260445,"Media baja",61.0017990991939
"649","HERMOSILLO",3,260446,"Media baja",47.0245348925195
"650","HERMOSILLO",3,260447,"Media baja",48.7897491849342
"651","HERMOSILLO",3,260448,"Alta",39.2950288567608
"652","HERMOSILLO",3,260449,"Alta",40.8407503009937
"653","HERMOSILLO",3,260454,"Media alta",52.5076774675515
"654","HERMOSILLO",3,260590,"Alta",38.7464598311371
"655","HERMOSILLO",3,260591,"Baja",13.8630017729362
"656","HERMOSILLO",3,260597,"Baja",7.48481676793335
"657","HERMOSILLO",3,260598,"Alta",15.5275895313314
"658","HERMOSILLO",3,260599,"Baja",-3.60524528075386
"659","HERMOSILLO",3,260600,"Media baja",20.7157647400163
"660","HERMOSILLO",3,260601,"Alta",8.20909625332504
"661","HERMOSILLO",3,260602,"Media alta",19.471579886624
"662","HERMOSILLO",3,260603,"Alta",18.4165978156319
"663","HERMOSILLO",3,260604,"Alta",13.5325860621006
"664","HERMOSILLO",3,260605,"Alta",16.8070658354507
"665","HERMOSILLO",3,260616,"Media baja",6.13108925311769
"666","HERMOSILLO",3,260618,"Media baja",8.23129586066845
"667","HERMOSILLO",3,261332,"Alta",33.5756476759627
"668","HERMOSILLO",3,261333,"Alta",37.379564746031
"669","HERMOSILLO",3,261334,"Media alta",75.9634868138168
"670","HERMOSILLO",3,261335,"Media alta",75.010919395754
"671","HERMOSILLO",3,261336,"Media alta",56.2182705806071
"672","HERMOSILLO",3,261337,"Media baja",76.1428885891008
"673","HERMOSILLO",3,261338,"Media alta",53.3128296142239
"674","HERMOSILLO",3,261339,"Media alta",72.4901573432287
"675","HERMOSILLO",3,261340,"Media alta",65.289944434911
"676","HERMOSILLO",3,261341,"Media alta",31.7827324262349
"677","HERMOSILLO",3,261342,"Media alta",32.5868029297418
"678","HERMOSILLO",3,261343,"Alta",36.671910055894
"679","HERMOSILLO",3,261344,"Media alta",34.5276036845739
"680","HERMOSILLO",3,261345,"Media baja",48.4326491935475
"681","HERMOSILLO",3,261346,"Alta",41.9899104715468
"682","HERMOSILLO",3,261347,"Media baja",38.8412221712657
"683","HERMOSILLO",3,261348,"Media baja",57.8163107792713
"684","HERMOSILLO",3,261349,"Media baja",32.4002094589842
"685","HERMOSILLO",3,261350,"Media baja",68.6021663822716
"686","HERMOSILLO",3,261351,"Media baja",55.0050891559673
"687","HERMOSILLO",3,261352,"Media alta",38.7264753141085
"688","HERMOSILLO",3,261353,"Media baja",31.9640415232595
"689","HERMOSILLO",3,261354,"Media baja",42.8874752968054
"690","HERMOSILLO",3,261355,"Media alta",40.0364702494151
"691","HERMOSILLO",3,261356,"Media baja",39.3993718168851
"692","HERMOSILLO",3,261357,"Media baja",32.0626967637343
"693","HERMOSILLO",3,261358,"Media baja",47.6427737290084
"694","HERMOSILLO",3,261359,"Media alta",41.8454204490121
"695","HERMOSILLO",3,261360,"Media alta",34.4471293002856
"696","HERMOSILLO",3,261361,"Media alta",43.8110975854475
"697","HERMOSILLO",3,261442,"Alta",32.5699441038873
"698","HERMOSILLO",3,261443,"Media alta",37.8535192559924
"699","HERMOSILLO",3,261444,"Media baja",31.8865179754774
"700","HERMOSILLO",3,261445,"Baja",25.3418729448052
"701","HERMOSILLO",3,261446,"Baja",17.2606090114515
"702","HERMOSILLO",3,261447,"Baja",16.8546774398269
"703","HERMOSILLO",3,261448,"Baja",39.6742258383312
"704","HERMOSILLO",3,261449,"Baja",20.844314086263
"705","HERMOSILLO",3,261450,"Baja",24.8624496087229
"706","HERMOSILLO",3,261451,"Baja",37.5463741563473
"707","HERMOSILLO",3,261452,"Media baja",38.1024610160897
"708","HERMOSILLO",3,261453,"Baja",28.9564334360714
"709","HERMOSILLO",3,261454,"Baja",46.6319363423046
"710","HERMOSILLO",3,261455,"Baja",33.0006624090392
"711","HERMOSILLO",3,261456,"Media alta",46.9074390058663
"712","HERMOSILLO",3,261457,"Media baja",31.7972663411915
"713","HERMOSILLO",3,261458,"Media baja",40.5868720011455
"714","HERMOSILLO",3,261459,"Baja",25.4801924259013
"715","HERMOSILLO",3,261460,"Baja",21.0760741029165
"716","HERMOSILLO",3,261461,"Media baja",42.4992856203109
"717","HERMOSILLO",3,261462,"Media baja",35.0294484142908
"718","HERMOSILLO",3,261463,"Media baja",40.2373279939419
"719","HERMOSILLO",3,261464,"Baja",33.3685280946556
"720","HERMOSILLO",3,261465,"Baja",39.0335310622509
"721","HERMOSILLO",3,261466,"Media baja",45.9888439924763
"722","HERMOSILLO",3,261467,"Media baja",36.0605310112857
"723","HERMOSILLO",3,261468,"Media baja",41.8459237094396
"724","HERMOSILLO",3,261469,"Media baja",38.997413093823
"725","HERMOSILLO",3,261470,"Media baja",39.6330029793529
"726","HERMOSILLO",3,261471,"Media baja",31.5889711023591
"727","HERMOSILLO",3,261472,"Baja",15.9412372038926
"728","HERMOSILLO",3,261473,"Baja",22.6555366310219
"729","HERMOSILLO",3,261474,"Media baja",43.9588057834172
"730","HERMOSILLO",3,261475,"Baja",40.1812926142165
"731","HERMOSILLO",3,261476,"Baja",43.3264381271919
"732","HERMOSILLO",3,261477,"Media baja",43.5655841183219
"733","HERMOSILLO",3,261478,"Media baja",56.2453244947569
"734","HERMOSILLO",3,261479,"Media baja",43.5179053869965
"735","HERMOSILLO",3,261480,"Media baja",35.9815665447488
"736","HERMOSILLO",3,261481,"Media baja",33.4989007922043
"737","HERMOSILLO",3,261482,"Media baja",34.7060593863579
"738","HERMOSILLO",3,261483,"Media baja",32.7916354993382
"739","HERMOSILLO",3,261484,"Media baja",40.2222831941472
"740","HERMOSILLO",3,261485,"Baja",33.2818681024365
"741","HERMOSILLO",3,261486,"Baja",38.0222116009185
"742","HERMOSILLO",3,261487,"Media baja",37.9666427800447
"743","HERMOSILLO",3,261488,"Baja",35.0451616760654
"744","HERMOSILLO",3,261489,"Media baja",37.7713117021663
"745","HERMOSILLO",3,261490,"Baja",19.7865974939094
"746","HERMOSILLO",3,261491,"Baja",19.3999015237775
"747","HERMOSILLO",3,261492,"Media baja",42.4389435818133
"748","HERMOSILLO",3,261493,"Baja",17.6447520454713
"749","HERMOSILLO",3,261494,"Baja",18.5881103182688
"750","HERMOSILLO",3,261495,"Media baja",48.4719464144971
"751","HERMOSILLO",3,261496,"Media baja",24.6978240887896
"752","HERMOSILLO",3,261497,"Media baja",40.7567054106273
"753","HERMOSILLO",3,261498,"Media baja",32.8201942958305
"754","HERMOSILLO",3,261499,"Baja",23.2395439493174
"755","HERMOSILLO",3,261500,"Media baja",29.8111181969805
"756","HERMOSILLO",3,261501,"Media baja",27.0590666157429
"757","HERMOSILLO",3,261502,"Baja",32.2691120740055
"758","HERMOSILLO",3,261503,"Media baja",36.5019790882781
"759","HERMOSILLO",3,261504,"Media baja",41.7830621191826
"760","HERMOSILLO",3,261505,"Baja",37.5756013975756
"761","HERMOSILLO",3,261506,"Baja",35.6031065042714
"762","HERMOSILLO",3,261507,"Media baja",42.6614710327838
"763","HERMOSILLO",3,261508,"Baja",45.3843699297241
"764","HERMOSILLO",3,261509,"Media alta",45.5318288596474
"765","HERMOSILLO",3,261510,"Media alta",45.3370084695752
"766","HERMOSILLO",3,261511,"Media baja",48.6096800947795
"767","HERMOSILLO",3,261512,"Baja",48.03365060871
"768","HERMOSILLO",3,261513,"Media alta",44.3296767410873
"769","HERMOSILLO",3,261514,"Media alta",44.969803428069
"770","HERMOSILLO",5,260341,"Alta",43.4138949333214
"771","HERMOSILLO",5,260344,"Alta",50.9722634956053
"772","HERMOSILLO",5,260391,"Baja",35.1795219110839
"773","HERMOSILLO",5,260412,"Media alta",59.5393029074695
"774","HERMOSILLO",5,260413,"Alta",45.9537727847208
"775","HERMOSILLO",5,260414,"Media alta",36.0300717486189
"776","HERMOSILLO",5,260415,"Alta",23.8234583964154
"777","HERMOSILLO",5,260416,"Media baja",44.843144450476
"778","HERMOSILLO",5,260417,"Media baja",46.3139228606152
"779","HERMOSILLO",5,260418,"Media alta",46.8004648997093
"780","HERMOSILLO",5,260419,"Media alta",56.470452147077
"781","HERMOSILLO",5,260439,"Alta",48.5017018528002
"782","HERMOSILLO",5,260440,"Media baja",63.1916827950656
"783","HERMOSILLO",5,260441,"Media baja",54.6791117089823
"784","HERMOSILLO",5,260442,"Media alta",56.3989061744682
"785","HERMOSILLO",5,260443,"Media alta",57.3574147366886
"786","HERMOSILLO",5,260450,"Media alta",43.8220674714144
"787","HERMOSILLO",5,260451,"Alta",47.7460224691228
"788","HERMOSILLO",5,260452,"Media alta",55.4613909229784
"789","HERMOSILLO",5,260453,"Media baja",47.3532460980272
"790","HERMOSILLO",5,260456,"Media alta",43.6580332135603
"791","HERMOSILLO",5,260457,"Media baja",49.2760016265548
"792","HERMOSILLO",5,260458,"Media baja",48.8667792330573
"793","HERMOSILLO",5,260459,"Media baja",52.342840144128
"794","HERMOSILLO",5,260460,"Media alta",47.7384727278636
"795","HERMOSILLO",5,260461,"Media baja",46.8380593083617
"796","HERMOSILLO",5,260462,"Media baja",56.1640048462502
"797","HERMOSILLO",5,260463,"Media alta",56.9006701057464
"798","HERMOSILLO",5,260464,"Media alta",48.747951889074
"799","HERMOSILLO",5,260465,"Media alta",49.0912175869085
"800","HERMOSILLO",5,260466,"Media baja",54.7228259104236
"801","HERMOSILLO",5,260467,"Media baja",47.6479704616622
"802","HERMOSILLO",5,260468,"Media alta",41.157021985382
"803","HERMOSILLO",5,260469,"Media baja",47.8618972434043
"804","HERMOSILLO",5,260470,"Media baja",46.3709377705651
"805","HERMOSILLO",5,260471,"Media alta",49.8986302658425
"806","HERMOSILLO",5,260472,"Media alta",46.0928897613193
"807","HERMOSILLO",5,260473,"Media alta",51.4680349396722
"808","HERMOSILLO",5,260474,"Alta",46.8821410071152
"809","HERMOSILLO",5,260475,"Media alta",49.1316259330073
"810","HERMOSILLO",5,260476,"Media alta",48.3585537877812
"811","HERMOSILLO",5,260477,"Media alta",56.831292375871
"812","HERMOSILLO",5,260478,"Media baja",49.4119302888052
"813","HERMOSILLO",5,260479,"Media baja",48.6122061667357
"814","HERMOSILLO",5,260480,"Media baja",72.7219272103158
"815","HERMOSILLO",5,260481,"Media baja",76.0583671892944
"816","HERMOSILLO",5,260482,"Media baja",49.9446662599374
"817","HERMOSILLO",5,260483,"Media baja",59.4904371406255
"818","HERMOSILLO",5,260484,"Media alta",35.2603608158991
"819","HERMOSILLO",5,260485,"Media baja",33.1272231943299
"820","HERMOSILLO",5,260486,"Media alta",29.8512754430891
"821","HERMOSILLO",5,260487,"Media alta",35.8243873732178
"822","HERMOSILLO",5,260488,"Media baja",54.7184350575599
"823","HERMOSILLO",5,260489,"Media baja",30.3983023330547
"824","HERMOSILLO",5,260490,"Baja",32.303826098031
"825","HERMOSILLO",5,260491,"Media baja",76.9019239707617
"826","HERMOSILLO",5,260492,"Media baja",56.3747581600387
"827","HERMOSILLO",5,260493,"Media baja",55.9494414066489
"828","HERMOSILLO",5,260494,"Media baja",76.9504398238304
